Shipment ID,Order Date,Shipment Date,Actual Delivery Date,Origin City,Origin Country,Manufacturing Site,Destination Country,Destination City,Chosen Route Name,Distance (km),Customer ID,Service Level,Product ID,Product Category,Shipment Content Type,Packaging Type,Packaging Efficiency,Line Item Quantity,Unit Price (USD),Pack Price (USD),Line Item Value (USD),Weight (kg),Volume (m³),Billable Weight (kg),Shipment Mode,Transporter Name,Carrier Product Fit Score,Expected Delivery Time (Days),Delivery Time (Days),Delay (Days),Avg Speed (km/h),Halt Duration (hours),Route Deviation Factor,Weather Impact,Customs/Border Delay (hours),Route Congestion Factor,Seasonal Cost Factor,Seasonal Delay Factor,Proposed Freight Cost (USD),Actual Freight Cost (USD),Cost Per Billable Kg (USD),Price Variance (USD),Price Variance (%),Carbon Emissions (kg CO2),Status,On-Time Delivery,Cost Outlier,Shipment Month,Shipment Day of Week
SHIP08247,2023-04-02,2023-04-05,2023-04-09,Gurugram,India,Gurugram Mfg Hub,Gurugram,Pune,Standard Route,1450,CUST006,Standard,PROD0060,Textiles,General Goods,Carton,0.66,247,484.51,487.91,119673.97,1791.85,8.096,8096.0,Sea,MSC,10,2.2,3.9,1.7,26.0,3.1,1.03,None,0.0,1.0,0.98,0.95,7786.54,7927.69,0.98,141.15,1.81,121.45,Delayed,No,False,4,2
SHIP08248,2024-09-23,2024-09-25,2024-09-29,Gurugram,India,Gurugram Mfg Hub,Gurugram,Chennai,NH 44 South,2200,CUST047,Express,PROD0077,Machinery Parts,Heavy/Bulky,Crate,1.61,1,2833.19,2857.94,2833.19,255.15,3.214,536.7379999999999,Air Cargo,MSC,9,3.3,3.6,0.3,506.2,4.2,1.51,None,55.9,1.2,1.0,1.0,23134.14,69662.86,129.79,46528.72,201.13,1422.04,Delivered,Yes,True,9,2
SHIP08249,2023-01-03,2023-01-04,2023-01-09,Gurugram,India,Gurugram Mfg Hub,Gurugram,Pune,Standard Route,1450,CUST047,Standard,PROD0084,Consumer Goods,General Goods,Carton,3.85,48,198.11,195.16,9509.28,557.18,9.242,9242.0,Sea,MSC,6,2.8,4.9,2.1,22.0,1.5,1.09,None,0.0,1.0,1.05,1.1,8758.59,9430.42,1.02,671.83,7.67,146.43,Delayed,No,False,1,2
SHIP08250,2024-04-14,2024-04-15,2024-04-16,Gurugram,India,Gurugram Mfg Hub,Gurugram,Dubai,Air/Sea Route DXB,2200,CUST038,Critical,PROD0008,Electronics,Fragile,Carton,0.83,245,1651.59,1646.39,404639.55,215.21,10.129,1691.543,Air Cargo,MSC,4,1.7,1.0,-0.7,595.4,2.8,1.01,None,0.0,1.0,0.98,0.95,72023.97,72290.31,42.74,266.34,0.37,3016.31,Early,Yes,False,4,0
SHIP08251,2023-04-01,2023-04-03,2023-04-04,Gurugram,India,Gurugram Mfg Hub,Gurugram,Dubai,Air/Sea Route DXB,2200,CUST012,Standard,PROD0024,Pharma,Temperature Controlled,Carton,0.2,249,482.81,486.28,120219.69,136.86,2.515,420.005,Air Cargo,DHL,9,1.3,1.4,0.1,625.3,3.4,1.01,None,0.0,1.0,0.98,0.95,33714.51,33544.44,79.87,-170.07,-0.5,747.43,Delivered,Yes,False,4,0
SHIP08252,2023-07-21,2023-07-23,2023-07-28,Gurugram,India,Gurugram Mfg Hub,Gurugram,Dubai,Air/Sea Route DXB,2200,CUST045,Standard,PROD0093,Consumer Goods,General Goods,Box,0.66,436,83.22,84.17,36283.92,4026.45,28.907,28907.0,Sea,Maersk,6,6.8,5.1,-1.7,26.2,1.5,1.02,None,0.0,1.0,1.08,1.25,40355.01,44550.89,1.54,4195.88,10.4,650.33,Early,Yes,False,7,6
SHIP08253,2023-05-11,2023-05-11,2023-05-14,Gurugram,India,Gurugram Mfg Hub,Gurugram,Kolkata,NH 19 East,1500,CUST039,Standard,PROD0091,Consumer Goods,General Goods,Loose,1.0,185,127.98,129.95,23676.3,1725.35,1.962,1962.0,Sea,Maersk,6,2.5,3.2,0.7,26.1,2.4,1.04,None,0.0,1.0,0.95,0.95,1964.0,1983.12,1.01,19.12,0.97,30.65,Delayed,No,False,5,3
SHIP08254,2023-10-03,2023-10-03,2023-10-10,Gurugram,India,Gurugram Mfg Hub,Gurugram,Singapore,Air/Sea Route SIN,4000,CUST031,Standard,PROD0041,Textiles,General Goods,Carton,0.93,109,258.45,257.65,28171.05,447.8,5.048,5048.0,Sea,Maersk,10,11.1,7.1,-4.0,29.0,6.1,1.0,Minor Rain/Fog,0.0,1.0,1.1,1.05,12789.83,15054.64,2.98,2264.81,17.71,202.32,Early,Yes,False,10,1
SHIP08255,2024-06-06,2024-06-06,2024-06-08,Gurugram,India,Gurugram Mfg Hub,Gurugram,Ahmedabad,NH 48 West,800,CUST009,Standard,PROD0057,Textiles,General Goods,Box,0.31,188,273.16,275.87,51354.08,383.76,5.748,5748.0,Sea,MSC,10,2.0,2.3,0.3,26.6,3.3,1.03,Moderate Rain/Fog,0.0,1.0,1.0,1.05,3128.65,3089.22,0.54,-39.43,-1.26,47.33,Delivered,Yes,False,6,3
SHIP08256,2024-05-07,2024-05-08,2024-05-10,Gurugram,India,Gurugram Mfg Hub,Gurugram,Dubai,Air/Sea Route DXB,2200,CUST039,Critical,PROD0094,Consumer Goods,General Goods,Carton,1.28,339,108.05,108.28,36628.95,760.07,21.659,3617.053,Air Cargo,MSC,6,1.9,1.7,-0.2,827.3,4.3,1.07,None,0.0,1.0,0.95,0.95,154802.28,158920.65,43.94,4118.37,2.66,6827.57,Delivered,Yes,False,5,2
SHIP08257,2024-03-11,2024-03-13,2024-05-25,Gurugram,India,Gurugram Mfg Hub,Gurugram,Sydney,Air/Sea Route SYD,10000,CUST033,Standard,PROD0057,Textiles,General Goods,Carton,1.92,223,216.03,213.99,48174.69,110.22,21.378,21378.0,Sea,MSC,10,44.1,72.9,28.8,11.7,31.0,1.98,None,19.3,1.4,1.0,1.0,139851.31,166229.5,7.78,26378.19,18.86,4228.28,Delayed,No,False,3,2
SHIP08258,2024-02-13,2024-02-14,2024-03-06,Gurugram,India,Gurugram Mfg Hub,Gurugram,Frankfurt,Air/Sea Route FRA,6500,CUST045,Standard,PROD0005,Electronics,Fragile,Box,0.15,499,3486.46,3508.75,1739743.54,864.13,7.714,7714.0,Sea,Maersk,4,29.3,20.9,-8.4,18.2,5.5,1.32,Minor Rain/Fog,0.0,1.1,1.0,1.0,31599.06,32932.21,4.27,1333.15,4.22,659.97,Early,Yes,False,2,2
SHIP08259,2023-08-08,2023-08-09,2023-08-13,Gurugram,India,Gurugram Mfg Hub,Gurugram,Singapore,Air/Sea Route SIN,4000,CUST026,Express,PROD0001,Electronics,Fragile,Box,0.49,213,1316.22,1299.37,280354.86,855.23,10.389,1734.963,Air Cargo,Maersk,4,3.6,4.5,0.9,583.5,5.2,1.02,None,70.0,1.0,1.05,1.15,130169.21,140794.73,81.15,10625.52,8.16,5637.94,Delayed,No,False,8,2
SHIP08260,2023-04-11,2023-04-14,2023-04-15,Gurugram,India,Gurugram Mfg Hub,Gurugram,Mumbai,Via Agra-Indore,1500,CUST035,Critical,PROD0097,Consumer Goods,General Goods,Carton,2.21,218,22.06,22.24,4809.08,1537.46,24.119,4027.873,Air Cargo,Maersk,6,2.3,1.0,-1.3,404.9,4.2,1.78,None,0.0,1.3,0.98,0.95,113291.83,133969.81,33.26,20677.98,18.25,8582.24,Early,Yes,False,4,4
SHIP08261,2024-01-20,2024-01-22,2024-01-23,Gurugram,India,Gurugram Mfg Hub,Gurugram,Mumbai,Via Jaipur-Udaipur,1450,CUST012,Standard,PROD0034,Pharma,Temperature Controlled,Carton,0.33,52,1978.26,2013.94,102869.52,48.7,0.861,143.787,Air Cargo,DHL,9,1.8,1.1,-0.7,395.8,7.2,1.52,Severe Weather,0.0,1.2,1.05,1.1,7623.34,9007.85,62.65,1384.51,18.16,254.05,Early,Yes,False,1,0
SHIP08262,2023-12-23,2023-12-24,2024-01-04,Gurugram,India,Gurugram Mfg Hub,Gurugram,Chennai,NH 44 South,2200,CUST048,Standard,PROD0091,Consumer Goods,General Goods,Crate,0.07,113,65.54,66.09,7406.02,557.67,15.419,15419.0,Sea,MSC,6,4.1,11.4,7.3,17.9,3.7,1.52,Minor Rain/Fog,41.6,1.2,1.15,1.1,22172.99,27673.68,1.79,5500.69,24.81,515.51,Delayed,No,False,12,6
SHIP08263,2024-02-16,2024-02-17,2024-02-20,Gurugram,India,Gurugram Mfg Hub,Gurugram,London,Air/Sea Route LDN,6700,CUST030,Express,PROD0091,Consumer Goods,General Goods,Pallet,0.06,407,291.01,286.09,118441.07,4412.83,37.284,6226.428,Air Cargo,MSC,6,5.5,3.2,-2.3,564.8,10.7,1.54,None,10.3,1.2,1.0,1.0,817748.01,911664.29,146.42,93916.28,11.48,51301.81,Early,Yes,False,2,5
SHIP08264,2023-05-07,2023-05-08,2023-05-13,Gurugram,India,Gurugram Mfg Hub,Gurugram,London,Air/Sea Route LDN,6700,CUST044,Standard,PROD0033,Pharma,Temperature Controlled,Crate,0.0,389,521.52,511.47,202871.28,24.3,1.933,386.6,Express Air,DHL,9,3.2,4.9,1.7,651.6,7.0,1.55,None,71.3,1.2,0.95,0.95,156935.08,162945.21,421.48,6010.13,3.83,4012.56,Delayed,No,False,5,0
SHIP08265,2024-08-13,2024-08-15,2024-11-05,Gurugram,India,Gurugram Mfg Hub,Gurugram,Sydney,Air/Sea Route SYD,10000,CUST030,Standard,PROD0019,Electronics,Fragile,Box,0.4,334,529.82,529.11,176959.88,621.85,13.29,13290.0,Sea,MSC,4,44.7,82.4,37.7,11.8,28.4,1.96,None,0.0,1.4,1.05,1.15,86611.32,104216.66,7.84,17605.34,20.33,2608.69,Delayed,No,False,8,3
SHIP08266,2023-12-04,2023-12-07,2023-12-12,Gurugram,India,Gurugram Mfg Hub,Gurugram,Dubai,Air/Sea Route DXB,2200,CUST018,Standard,PROD0080,Machinery Parts,Heavy/Bulky,Box,46.27,13,3849.66,3835.4,50045.58,1345.23,60.157,60157.0,Sea,Maersk,9,7.6,5.4,-2.2,27.6,1.3,1.07,None,0.0,1.0,1.15,1.1,83091.01,104062.35,1.73,20971.34,25.24,1413.81,Early,Yes,False,12,3
SHIP08267,2023-02-19,2023-02-22,2023-02-25,Gurugram,India,Gurugram Mfg Hub,Gurugram,Ahmedabad,NH 48 West,800,CUST036,Standard,PROD0035,Pharma,Temperature Controlled,Loose,1.0,434,1578.11,1593.44,684899.74,752.68,0.318,752.68,Road,Maersk,5,1.8,2.8,1.0,32.5,2.9,1.07,None,0.0,1.0,1.0,1.0,1910.9,1987.74,2.64,76.84,4.02,38.75,Delayed,No,False,2,2
SHIP08268,2024-10-27,2024-10-28,2024-10-29,Gurugram,India,Gurugram Mfg Hub,Gurugram,Singapore,Air/Sea Route SIN,4000,CUST045,Critical,PROD0039,Pharma,Temperature Controlled,Box,0.11,166,1330.11,1313.31,220798.26,208.99,1.84,307.28000000000003,Air Cargo,DHL,9,1.8,1.0,-0.8,576.5,2.7,1.03,None,0.0,1.0,1.1,1.05,44079.17,49317.41,160.5,5238.24,11.88,1015.76,Early,Yes,False,10,0
SHIP08269,2023-03-14,2023-03-17,2023-03-19,Gurugram,India,Gurugram Mfg Hub,Gurugram,Jaipur,NH 48 Short,300,CUST006,Critical,PROD0063,Machinery Parts,Heavy/Bulky,Box,6.14,3,2189.09,2160.99,6567.27,1288.32,1.841,1288.32,Road,DHL,6,1.0,1.8,0.8,36.4,1.1,1.07,Minor Rain/Fog,2.3,1.0,1.0,1.0,1754.31,1860.24,1.44,105.93,6.04,24.7,Delayed,No,False,3,4
SHIP08270,2024-02-11,2024-02-13,2024-02-14,Gurugram,India,Gurugram Mfg Hub,Gurugram,Bangalore,Western Bypass,2200,CUST023,Standard,PROD0030,Pharma,Temperature Controlled,Carton,0.34,405,720.78,732.18,291915.9,666.75,6.936,1158.312,Air Cargo,DHL,9,2.5,1.0,-1.5,533.1,4.8,1.58,None,0.0,1.2,1.0,1.0,69113.85,73938.28,63.83,4824.43,6.98,3212.44,Early,Yes,False,2,1
SHIP08271,2024-03-22,2024-03-25,2024-06-11,Gurugram,India,Gurugram Mfg Hub,Gurugram,Sydney,Air/Sea Route SYD,10000,CUST011,Standard,PROD0060,Textiles,General Goods,Crate,0.03,339,99.92,98.48,33872.88,2187.76,23.208,23208.0,Sea,Maersk,10,44.9,77.7,32.8,11.8,37.6,2.09,None,33.8,1.4,1.0,1.0,147508.08,189598.86,8.17,42090.78,28.53,4841.72,Delayed,No,False,3,0
SHIP08272,2023-06-07,2023-06-09,2023-06-14,Gurugram,India,Gurugram Mfg Hub,Gurugram,Tokyo,Air/Sea Route TYO,5800,CUST024,Express,PROD0042,Textiles,General Goods,Box,0.46,470,69.68,70.32,32749.6,2195.9,21.387,3571.629,Air Cargo,Maersk,10,4.2,5.0,0.8,686.2,6.7,1.29,None,58.0,1.1,1.0,1.05,391124.21,409029.2,114.52,17904.99,4.58,21296.95,Delayed,No,False,6,4
SHIP08273,2023-11-02,2023-11-04,2023-11-05,Gurugram,India,Gurugram Mfg Hub,Gurugram,Kolkata,NH 19 East,1500,CUST018,Express,PROD0086,Consumer Goods,General Goods,Carton,3.23,210,257.44,254.14,54062.4,117.66,33.903,5661.8009999999995,Air Cargo,Maersk,6,2.1,1.0,-1.1,629.9,3.4,1.07,None,0.0,1.0,1.2,1.15,160007.43,209811.11,37.06,49803.68,31.13,7272.61,Early,Yes,False,11,5
SHIP08274,2024-08-10,2024-08-13,2024-10-17,Gurugram,India,Gurugram Mfg Hub,Gurugram,New York,Air/Sea Route NY,12000,CUST027,Standard,PROD0008,Electronics,Fragile,Box,0.39,395,550.16,559.92,217313.2,1050.05,15.481,15481.0,Sea,MSC,4,49.1,64.7,15.6,15.4,11.4,1.7,None,0.0,1.3,1.05,1.15,120057.67,141606.97,9.15,21549.3,17.95,3160.66,Delayed,No,False,8,1
SHIP08275,2023-09-05,2023-09-08,2023-09-14,Gurugram,India,Gurugram Mfg Hub,Gurugram,Mumbai,NH 48 Direct,1400,CUST022,Standard,PROD0051,Textiles,General Goods,Crate,0.02,324,459.21,466.56,148784.04,3071.63,14.526,14526.0,Sea,Maersk,10,2.8,6.1,3.3,17.4,2.9,1.32,None,0.0,1.1,1.0,1.0,13055.5,13764.86,0.95,709.36,5.43,267.92,Delayed,No,False,9,4
SHIP08276,2023-10-23,2023-10-23,2023-10-27,Gurugram,India,Gurugram Mfg Hub,Gurugram,Chennai,East Coast detour,2350,CUST037,Express,PROD0097,Consumer Goods,General Goods,Box,1.91,70,168.17,171.34,11771.9,1032.33,13.388,2235.796,Air Cargo,Maersk,6,4.6,3.7,-0.9,416.1,4.9,2.03,None,36.4,1.4,1.1,1.05,99896.06,133982.02,59.93,34085.96,34.12,8534.01,Early,Yes,False,10,0
SHIP08277,2023-01-31,2023-02-02,2023-02-09,Gurugram,India,Gurugram Mfg Hub,Gurugram,Mumbai,Via Jaipur-Udaipur,1450,CUST043,Standard,PROD0056,Textiles,General Goods,Pallet,0.04,302,222.68,220.6,67249.36,2742.25,16.502,16502.0,Sea,MSC,10,3.2,6.7,3.5,15.9,2.1,1.52,None,0.0,1.2,1.0,1.0,15663.45,17964.91,1.09,2301.46,14.69,362.8,Delayed,No,False,2,3
SHIP08278,2024-12-18,2024-12-18,2024-12-24,Gurugram,India,Gurugram Mfg Hub,Gurugram,Mumbai,Via Jaipur-Udaipur,1450,CUST036,Express,PROD0010,Electronics,Fragile,Loose,1.0,311,3400.38,3376.21,1057518.18,797.09,5.585,1396.25,Road,MSC,4,2.1,5.6,3.5,24.0,9.6,1.48,None,9.4,1.2,1.15,1.1,6627.45,8161.15,5.85,1533.7,23.14,179.81,Delayed,No,False,12,2
SHIP08279,2023-01-26,2023-01-29,2023-02-03,Gurugram,India,Gurugram Mfg Hub,Gurugram,Pune,Standard Route,1450,CUST035,Standard,PROD0085,Consumer Goods,General Goods,Pallet,0.11,255,112.66,113.43,28728.3,3207.48,40.763,40763.0,Sea,Maersk,6,2.4,5.0,2.6,23.3,2.9,1.1,Minor Rain/Fog,0.0,1.0,1.05,1.1,37087.0,39827.27,0.98,2740.27,7.39,648.48,Delayed,No,False,1,6
SHIP08280,2023-07-02,2023-07-03,2023-07-05,Gurugram,India,Gurugram Mfg Hub,Gurugram,Jaipur,NH 48 Short,300,CUST022,Standard,PROD0019,Electronics,Fragile,Pallet,0.03,273,4778.93,4819.52,1304647.89,949.42,12.712,12712.0,Sea,Maersk,4,1.1,2.0,0.9,26.8,0.7,1.08,None,0.0,1.0,1.08,1.25,2511.85,2886.47,0.23,374.62,14.91,41.03,Delayed,No,False,7,0
SHIP08281,2023-04-13,2023-04-16,2023-04-17,Gurugram,India,Gurugram Mfg Hub,Gurugram,Singapore,Air/Sea Route SIN,4000,CUST005,Express,PROD0013,Electronics,Fragile,Box,0.43,20,3896.89,3871.32,77937.8,25.63,0.865,144.455,Air Cargo,DHL,10,1.9,1.4,-0.5,751.8,8.2,1.01,None,0.0,1.0,0.98,0.95,20882.18,20390.37,141.15,-491.81,-2.36,465.59,Delivered,Yes,False,4,6
SHIP08282,2024-02-05,2024-02-07,2024-02-09,Gurugram,India,Gurugram Mfg Hub,Gurugram,Ahmedabad,NH 48 West,800,CUST024,Standard,PROD0049,Textiles,General Goods,Box,0.06,342,95.75,97.04,32746.5,1505.24,2.106,2106.0,Sea,Maersk,10,1.8,2.1,0.3,24.1,1.7,1.04,None,0.0,1.0,1.0,1.0,1196.74,1198.85,0.57,2.11,0.18,17.52,Delivered,Yes,False,2,2
SHIP08283,2023-08-03,2023-08-06,2023-08-12,Gurugram,India,Gurugram Mfg Hub,Gurugram,Mumbai,NH 48 Direct,1400,CUST032,Express,PROD0021,Pharma,Temperature Controlled,Pallet,0.0,70,1561.47,1542.66,109302.9,61.74,0.39,65.13,Air Cargo,FedEx,9,2.2,6.025649213422689,3.8,535.8,3.9,1.21,None,69.8,1.1,1.05,1.15,4130.65,4496.65,69.04,366.0,8.86,88.28,Delayed,No,False,8,6
SHIP08284,2023-03-26,2023-03-27,2023-05-24,Gurugram,India,Gurugram Mfg Hub,Gurugram,Toronto,Air/Sea Route YYZ,11500,CUST010,Standard,PROD0097,Consumer Goods,General Goods,Carton,2.36,222,84.85,85.59,18836.7,1138.53,26.251,26251.0,Sea,MSC,6,47.7,58.0,10.3,15.6,43.7,1.71,Minor Rain/Fog,63.4,1.3,1.0,1.0,195895.29,231821.89,8.83,35926.6,18.34,5160.58,Delayed,No,False,3,0
SHIP08285,2024-09-29,2024-09-29,2024-10-04,Gurugram,India,Gurugram Mfg Hub,Gurugram,London,Air/Sea Route LDN,6700,CUST008,Critical,PROD0046,Textiles,General Goods,Crate,0.05,342,324.35,323.49,110927.7,1714.55,33.08,5524.36,Air Cargo,MSC,10,5.2,5.024731828114002,-0.2,435.5,8.4,1.55,None,0.0,1.2,1.0,1.0,724559.2,825610.45,149.45,101051.25,13.95,46039.88,Delivered,Yes,False,9,6
SHIP08286,2023-06-18,2023-06-19,2023-06-27,Gurugram,India,Gurugram Mfg Hub,Gurugram,Los Angeles,Air/Sea Route LA,13500,CUST001,Express,PROD0035,Pharma,Temperature Controlled,Loose,1.0,326,1760.29,1783.92,573854.54,322.15,5.239,874.913,Air Cargo,MSC,5,8.2,7.5,-0.7,434.4,18.4,1.77,Minor Rain/Fog,84.7,1.3,1.0,1.05,228061.74,255210.73,291.7,27148.99,11.9,16697.26,Early,Yes,False,6,0
SHIP08287,2024-11-26,2024-11-29,2024-12-04,Gurugram,India,Gurugram Mfg Hub,Gurugram,Dubai,Air/Sea Route DXB,2200,CUST008,Standard,PROD0049,Textiles,General Goods,Loose,1.0,390,432.92,431.86,168838.8,1437.06,18.003,18003.0,Sea,MSC,10,7.6,5.2,-2.4,24.9,2.3,1.02,None,0.0,1.0,1.2,1.15,25900.28,31608.01,1.76,5707.73,22.04,405.96,Early,Yes,False,11,4
SHIP08288,2023-04-16,2023-04-18,2023-05-08,Gurugram,India,Gurugram Mfg Hub,Gurugram,Frankfurt,Air/Sea Route FRA,6500,CUST025,Standard,PROD0058,Textiles,General Goods,Box,0.71,150,262.94,265.03,39441.0,623.92,10.663,10663.0,Sea,Maersk,10,29.7,19.7,-10.0,18.1,4.2,1.32,None,0.0,1.1,0.98,0.95,44109.09,45298.45,4.25,1189.36,2.7,916.34,Early,Yes,False,4,1
SHIP08289,2024-09-27,2024-09-28,2024-09-29,Gurugram,India,Gurugram Mfg Hub,Gurugram,Pune,Standard Route,1450,CUST049,Standard,PROD0003,Electronics,Fragile,Carton,0.12,33,861.03,872.95,28413.99,91.09,0.196,91.09,Express Air,FedEx,9,2.1,1.4,-0.7,1041.8,2.1,1.01,None,0.0,1.0,1.0,1.0,9608.84,9975.3,109.51,366.46,3.81,133.65,Early,Yes,False,9,5
SHIP08290,2024-10-13,2024-10-13,2024-10-14,Gurugram,India,Gurugram Mfg Hub,Gurugram,Dubai,Air/Sea Route DXB,2200,CUST029,Critical,PROD0040,Pharma,Temperature Controlled,Carton,0.33,37,832.61,830.02,30806.57,46.33,0.614,122.8,Express Air,FedEx,9,1.9,1.0,-0.9,1050.5,2.2,1.08,None,0.0,1.0,1.1,1.05,15701.74,18322.87,149.21,2621.13,16.69,292.26,Early,Yes,False,10,6
SHIP08291,2024-12-13,2024-12-13,2024-12-15,Gurugram,India,Gurugram Mfg Hub,Gurugram,Kolkata,NH 19 East,1500,CUST025,Critical,PROD0062,Machinery Parts,Heavy/Bulky,Pallet,2.42,2,1277.84,1280.27,2555.68,568.35,7.267,1213.5890000000002,Air Cargo,FedEx,6,1.9,1.9,0.0,784.0,1.5,1.04,Minor Rain/Fog,0.0,1.0,1.15,1.1,47361.6,57809.96,47.64,10448.36,22.06,1514.91,Delivered,Yes,False,12,4
SHIP08292,2024-01-08,2024-01-08,2024-01-10,Gurugram,India,Gurugram Mfg Hub,Gurugram,Jaipur,NH 48 Short,300,CUST013,Express,PROD0082,Consumer Goods,General Goods,Box,1.99,170,186.17,186.66,31648.9,1539.03,33.846,8461.5,Road,FedEx,8,1.1,2.0,0.9,38.5,0.5,1.04,None,17.3,1.0,1.05,1.1,11159.92,11735.97,1.39,576.05,5.16,158.52,Delayed,No,False,1,0
SHIP08293,2024-11-08,2024-11-10,2025-02-19,Gurugram,India,Gurugram Mfg Hub,Gurugram,Sydney,Air/Sea Route SYD,10000,CUST018,Standard,PROD0062,Machinery Parts,Heavy/Bulky,Loose,1.0,14,7856.61,7809.84,109992.54,5877.2,65.014,65013.99999999999,Sea,MSC,9,43.9,100.64451482331894,56.7,10.7,29.3,2.11,Minor Rain/Fog,0.0,1.4,1.2,1.15,421939.1,649148.07,9.98,227208.97,53.85,13748.62,Delayed,No,False,11,6
SHIP08294,2023-07-08,2023-07-10,2023-07-21,Gurugram,India,Gurugram Mfg Hub,Gurugram,Bangalore,Western Bypass,2200,CUST012,Standard,PROD0056,Textiles,General Goods,Carton,0.14,223,371.76,365.34,82902.48,1039.84,1.6,1600.0,Sea,Maersk,10,4.1,11.3,7.2,18.1,3.4,1.56,None,0.0,1.2,1.08,1.25,2343.42,2877.65,1.8,534.23,22.8,54.83,Delayed,No,False,7,0
SHIP08295,2024-09-22,2024-09-25,2024-09-30,Gurugram,India,Gurugram Mfg Hub,Gurugram,Bangalore,NH 44 Standard,2150,CUST003,Standard,PROD0028,Pharma,Temperature Controlled,Pallet,0.0,135,491.65,491.7,66372.75,193.44,0.408,193.44,Express Air,FedEx,9,2.5,4.6,2.1,610.4,11.7,1.3,Severe Weather,77.8,1.1,1.0,1.0,24343.5,26085.85,134.85,1742.35,7.16,541.84,Delayed,No,False,9,2
SHIP08296,2024-06-16,2024-06-18,2024-06-26,Gurugram,India,Gurugram Mfg Hub,Gurugram,Los Angeles,Air/Sea Route LA,13500,CUST007,Standard,PROD0028,Pharma,Temperature Controlled,Crate,0.01,246,223.12,219.99,54887.52,112.86,4.811,803.437,Air Cargo,FedEx,9,6.4,7.8,1.4,408.1,25.9,1.73,None,81.1,1.3,1.0,1.05,280779.65,326055.17,405.83,45275.52,16.12,15047.27,Delayed,No,False,6,1
SHIP08297,2023-08-01,2023-08-04,2023-08-07,Gurugram,India,Gurugram Mfg Hub,Gurugram,Ahmedabad,NH 48 West,800,CUST039,Standard,PROD0037,Pharma,Temperature Controlled,Box,0.14,318,1472.66,1460.48,468305.88,70.02,4.433,1108.25,Road,FedEx,9,1.3,2.8,1.5,34.0,1.2,1.06,None,0.0,1.0,1.05,1.15,3844.79,4112.32,3.71,267.53,6.96,56.52,Delayed,No,False,8,4
SHIP08298,2023-05-10,2023-05-11,2023-05-19,Gurugram,India,Gurugram Mfg Hub,Gurugram,Bangalore,Western Bypass,2200,CUST021,Standard,PROD0094,Consumer Goods,General Goods,Box,1.5,351,97.63,95.82,34268.13,557.29,52.591,52591.0,Sea,MSC,6,3.7,8.1,4.4,19.1,1.7,1.53,None,0.0,1.2,0.95,0.95,74383.64,76580.85,1.46,2197.21,2.95,1774.22,Delayed,No,False,5,3
SHIP08299,2024-03-02,2024-03-02,2024-03-06,Gurugram,India,Gurugram Mfg Hub,Gurugram,Dubai,Air/Sea Route DXB,2200,CUST035,Critical,PROD0008,Electronics,Fragile,Box,0.09,78,4535.1,4522.78,353737.8,234.87,0.735,234.87,Express Air,DHL,10,1.6,3.5,1.9,1046.8,1.4,1.03,None,56.0,1.0,1.0,1.0,31019.96,32630.75,138.93,1610.79,5.19,531.41,Delayed,No,False,3,5
SHIP08300,2023-07-18,2023-07-19,2023-07-30,Gurugram,India,Gurugram Mfg Hub,Gurugram,Singapore,Air/Sea Route SIN,4000,CUST040,Standard,PROD0093,Consumer Goods,General Goods,Carton,0.58,418,259.67,255.05,108542.06,6008.54,12.039,12039.0,Sea,MSC,6,11.2,11.1,-0.1,23.1,6.6,1.03,Moderate Rain/Fog,0.0,1.0,1.08,1.25,31321.25,34529.69,2.87,3208.44,10.24,496.91,Delivered,Yes,False,7,2
SHIP08301,2024-12-30,2024-12-31,2025-01-02,Gurugram,India,Gurugram Mfg Hub,Gurugram,Singapore,Air/Sea Route SIN,4000,CUST041,Express,PROD0048,Textiles,General Goods,Box,0.52,427,26.38,25.97,11264.26,1040.16,22.048,3682.0159999999996,Air Cargo,MSC,10,3.2,1.9,-1.3,603.6,3.9,1.03,None,0.0,1.0,1.15,1.1,284070.79,347870.46,94.48,63799.67,22.46,12185.34,Early,Yes,False,12,1
SHIP08302,2024-09-02,2024-09-05,2024-09-24,Gurugram,India,Gurugram Mfg Hub,Gurugram,Shanghai,Air/Sea Route SHA,4500,CUST033,Standard,PROD0095,Consumer Goods,General Goods,Carton,3.18,152,97.57,96.77,14830.64,477.85,24.175,24175.0,Sea,Maersk,6,17.1,18.9,1.8,16.6,3.4,1.56,Minor Rain/Fog,0.0,1.2,1.0,1.0,68459.26,74335.84,3.07,5876.58,8.58,1700.5,Delayed,No,False,9,3
SHIP08303,2023-01-04,2023-01-07,2023-01-13,Gurugram,India,Gurugram Mfg Hub,Gurugram,Sydney,Air/Sea Route SYD,10000,CUST048,Critical,PROD0091,Consumer Goods,General Goods,Loose,1.0,410,281.28,279.22,115324.8,2535.61,63.388,10585.796,Air Cargo,Maersk,6,8.3,6.2,-2.1,325.0,42.5,2.07,None,0.0,1.4,1.05,1.1,2015641.92,2793581.45,263.9,777939.53,38.6,175142.12,Early,Yes,False,1,5
